From src:'1'	To src:'2'
CHEMBL4173394	DB15594
CHEMBL2106650	DB13676
CHEMBL870	DB00630
CHEMBL392990	DB07146
CHEMBL8211	DB02967
CHEMBL101801	DB08572
CHEMBL30116	DB13823
CHEMBL1395509	DB16231
CHEMBL290960	DB11820
CHEMBL193156	DB01953
CHEMBL1621	DB01267
CHEMBL1201112	DB01280
CHEMBL339996	DB07114
CHEMBL1213327	DB01992
CHEMBL472879	DB07901
CHEMBL1612198	DB17027
CHEMBL193	DB01115
CHEMBL382300	DB11669
CHEMBL1650564	DB11528
CHEMBL416288	DB16927
CHEMBL3915620	DB15046
CHEMBL4297628	DB12748
CHEMBL153057	DB08078
CHEMBL400520	DB06983
CHEMBL178657	DB07429
CHEMBL486954	DB07557
CHEMBL878	DB00524
CHEMBL1221561	DB04789
CHEMBL289004	DB02713
CHEMBL222021	DB11268
CHEMBL3806158	DB15214
CHEMBL28333	DB13437
CHEMBL236720	DB07036
CHEMBL56279	DB02679
CHEMBL43048	DB01454
CHEMBL388931	DB02896
CHEMBL95	DB00382
CHEMBL1620875	DB13216
CHEMBL4297642	DB11670
CHEMBL352764	DB07377
CHEMBL2325741	DB12218
CHEMBL1289494	DB11800
CHEMBL3304244	DB16048
CHEMBL282575	DB13953
CHEMBL346977	DB08967
CHEMBL3989936	DB11971
CHEMBL398346	DB06961
CHEMBL1235693	DB08479
CHEMBL2106049	DB09278
CHEMBL900	DB01173
CHEMBL260402	DB13021
CHEMBL168634	DB08265
CHEMBL13485	DB08009
CHEMBL3546271	DB15033
CHEMBL2107762	DB12714
CHEMBL392149	DB04954
CHEMBL4297433	DB13058
CHEMBL4297594	DB12440
CHEMBL1501	DB01047
CHEMBL146	DB16863
CHEMBL61593	DB00606
CHEMBL328560	DB08329
CHEMBL508102	DB00389
CHEMBL4061538	DB06082
CHEMBL48608	DB04215
CHEMBL1581	DB00790
CHEMBL268254	DB01511
CHEMBL274047	DB12833
CHEMBL126279	DB01566
CHEMBL273101	DB07802
CHEMBL3188386	DB12561
CHEMBL26260	DB06732
CHEMBL32749	DB07767
CHEMBL262628	DB08659
CHEMBL1380	DB01048
CHEMBL894	DB01156
CHEMBL460287	DB13339
CHEMBL2165620	DB11765
CHEMBL126	DB00601
CHEMBL908	DB01239
CHEMBL1235106	DB08357
CHEMBL437747	DB02388
CHEMBL567	DB00850
CHEMBL4206492	DB16274
CHEMBL2110734	DB17062
CHEMBL2141712	DB12812
CHEMBL3545253	DB14914
CHEMBL374936	DB07067
CHEMBL3137312	DB09183
CHEMBL3590674	DB15055
CHEMBL444963	DB13456
CHEMBL299001	DB08528
CHEMBL528988	DB08106
CHEMBL3907479	DB12903
CHEMBL318191	DB06578
CHEMBL1236962	DB12703
CHEMBL130865	DB02601
CHEMBL466465	DB08603
CHEMBL207456	DB15161
CHEMBL185885	DB12298
CHEMBL319118	DB05421
CHEMBL104444	DB09193
CHEMBL503565	DB13377
CHEMBL74415	DB14737
CHEMBL550936	DB12283
CHEMBL1236215	DB08602
CHEMBL1892201	DB13629
CHEMBL1427	DB04076
CHEMBL480626	DB04638
CHEMBL11	DB00458
CHEMBL316053	DB07261
CHEMBL4292264	DB15257
CHEMBL4297391	DB15423
CHEMBL651	DB00333
CHEMBL238659	DB08758
CHEMBL338802	DB13726
CHEMBL1200929	DB09322
CHEMBL1353	DB01390
CHEMBL185595	DB03851
CHEMBL315021	DB01342
CHEMBL1163065	DB03376
CHEMBL67166	DB03203
CHEMBL244888	DB13855
CHEMBL1512949	DB13042
CHEMBL1697771	DB11656
CHEMBL589583	DB13312
CHEMBL55483	DB08727
CHEMBL2105661	DB11861
CHEMBL2107553	DB12954
CHEMBL1233853	DB08043
CHEMBL295316	DB17048
CHEMBL1200468	DB00772
CHEMBL1201139	DB00351
CHEMBL557217	DB00027
CHEMBL2111084	DB12459
CHEMBL2106989	DB11344
CHEMBL1449018	DB14195
CHEMBL492320	DB07097
CHEMBL396416	DB04339
CHEMBL1236469	DB03374
CHEMBL487738	DB08134
CHEMBL2107415	DB15821
CHEMBL1910411	DB13938
CHEMBL4297588	DB16261
CHEMBL313842	DB02918
CHEMBL459008	DB14084
CHEMBL361497	DB09274
CHEMBL142936	DB01460
CHEMBL3182343	DB01604
CHEMBL386015	DB06986
CHEMBL305544	DB01347
CHEMBL1233327	DB04151
CHEMBL2103828	DB06350
CHEMBL4297479	DB15239
CHEMBL84844	DB03955
CHEMBL2364638	DB15328
CHEMBL37161	DB11410
CHEMBL218382	DB08416
CHEMBL2103842	DB05944
CHEMBL3264610	DB12275
CHEMBL539423	DB12548
CHEMBL482581	DB13155
CHEMBL4297303	DB15371
CHEMBL1665	DB13871
CHEMBL551813	DB12524
CHEMBL364092	DB07119
CHEMBL442263	DB16227
CHEMBL1908315	DB08964
CHEMBL191	DB00678
CHEMBL485258	DB16760
CHEMBL1201747	DB06766
CHEMBL1650559	DB12615
CHEMBL1323	DB01264
CHEMBL476323	DB11910
CHEMBL33	DB01137
CHEMBL1457	DB00956
CHEMBL1081312	DB08052
CHEMBL969	DB01588
CHEMBL2103862	DB12299
CHEMBL1230144	DB07061
CHEMBL1773683	DB12888
CHEMBL241577	DB07030
CHEMBL140000	DB02565
CHEMBL127	DB00760
CHEMBL3989658	DB05478
CHEMBL1241	DB00792
CHEMBL247378	DB02207
CHEMBL258767	DB16762
CHEMBL152067	DB11770
CHEMBL9298	DB16832
CHEMBL274119	DB13972
CHEMBL1231661	DB04035
CHEMBL188225	DB02414
CHEMBL417990	DB11562
CHEMBL67279	DB06182
CHEMBL132186	DB01642
CHEMBL1257	DB00228
CHEMBL1697826	DB13213
CHEMBL365845	DB07864
CHEMBL1231871	DB09157
CHEMBL1441	DB00609
CHEMBL1235228	DB01819
CHEMBL382201	DB07713
CHEMBL1181633	DB03895
CHEMBL15722	DB01996
CHEMBL200255	DB04588
CHEMBL4297268	DB12144
CHEMBL2005186	DB16703
CHEMBL4073796	DB00686
CHEMBL19236	DB09242
CHEMBL139835	DB04839
CHEMBL1492500	DB09167
CHEMBL431698	DB08773
CHEMBL3187503	DB12627
CHEMBL3617964	DB11863
CHEMBL372396	DB02296
CHEMBL218166	DB04888
CHEMBL2103995	DB01542
CHEMBL551561	DB02933
CHEMBL28	DB07352
CHEMBL342478	DB04001
CHEMBL175105	DB06469
CHEMBL1901620	DB02304
CHEMBL1236576	DB04093
CHEMBL1892286	DB14626
CHEMBL37853	DB11507
CHEMBL3186538	DB11367
CHEMBL232201	DB13277
CHEMBL1201314	DB01610
CHEMBL1213271	DB08398
CHEMBL2107254	DB01553
CHEMBL266800	DB08720
CHEMBL237600	DB08085
CHEMBL553426	DB04454
CHEMBL65543	DB11102
CHEMBL100622	DB08960
CHEMBL566	DB03419
CHEMBL1199307	DB13694
CHEMBL445647	DB03229
CHEMBL3545365	DB17191
CHEMBL449317	DB04703
CHEMBL1972860	DB05719
CHEMBL221542	DB14038
CHEMBL7463	DB03777
CHEMBL1201173	DB00253
CHEMBL2106409	DB05129
CHEMBL482950	DB12572
CHEMBL406821	DB07876
CHEMBL1231377	DB07469
CHEMBL46286	DB04865
CHEMBL2106889	DB15883
CHEMBL1205452	DB08262
CHEMBL2205807	DB11932
CHEMBL1233953	DB01922
CHEMBL298406	DB12273
CHEMBL2037511	DB11934
CHEMBL170797	DB08988
CHEMBL4297352	DB11961
CHEMBL511115	DB03849
CHEMBL1112	DB01238
CHEMBL1234640	DB01893
CHEMBL677	DB06707
CHEMBL12610	DB09084
CHEMBL3653256	DB16331
CHEMBL3182621	DB06061
CHEMBL392452	DB08771
CHEMBL1232973	DB03162
CHEMBL463588	DB07805
CHEMBL301742	DB08891
CHEMBL2105345	DB13234
CHEMBL456218	DB07014
CHEMBL1240967	DB11871
CHEMBL4297286	DB12419
CHEMBL425616	DB08096
CHEMBL4297610	DB16267
CHEMBL23550	DB12531
CHEMBL1651913	DB13398
CHEMBL3527358	DB05864
CHEMBL1200829	DB04564
CHEMBL4105630	DB15490
CHEMBL1770614	DB17147
CHEMBL1200937	DB01764
CHEMBL245678	DB07629
CHEMBL49943	DB13439
CHEMBL1407943	DB15932
CHEMBL41306	DB05824
CHEMBL1232960	DB02111
CHEMBL2104397	DB15648
CHEMBL1631694	DB12265
CHEMBL373357	DB07447
CHEMBL12279	DB08785
CHEMBL203665	DB06367
CHEMBL1644700	DB16608
CHEMBL4650326	DB16397
CHEMBL1646	DB16024
CHEMBL576960	DB07142
CHEMBL4301163	DB14929
CHEMBL519939	DB07152
CHEMBL1163074	DB02684
CHEMBL71	DB00477
CHEMBL1234916	DB01837
CHEMBL1897738	DB09006
CHEMBL1200689	DB00435
CHEMBL2165224	DB16896
CHEMBL2165224	DB11785
CHEMBL4250860	DB15401
CHEMBL100116	DB00652
CHEMBL86954	DB03636
CHEMBL2104591	DB13825
CHEMBL462019	DB12902
CHEMBL1201764	DB06702
CHEMBL1874750	DB12123
CHEMBL1950045	DB12771
CHEMBL4297461	DB14882
CHEMBL3951811	DB13060
CHEMBL607	DB00454
CHEMBL1474900	DB16847
CHEMBL471737	DB09083
CHEMBL1235421	DB03205
CHEMBL439	DB00359
CHEMBL1269025	DB09075
CHEMBL3646118	DB15642
CHEMBL4748063	DB13927
CHEMBL232148	DB07531
CHEMBL1473	DB00588
CHEMBL2110781	DB13788
CHEMBL321130	DB06919
CHEMBL1609	DB13218
CHEMBL2103876	DB12041
CHEMBL2107373	DB05680
CHEMBL507282	DB04983
CHEMBL1351761	DB16142
CHEMBL267648	DB00487
CHEMBL1200370	DB09096
CHEMBL2165191	DB14980
CHEMBL560976	DB13270
CHEMBL157138	DB00589
CHEMBL1614658	DB13553
CHEMBL38943	DB05416
CHEMBL1963681	DB06237
CHEMBL447627	DB07069
CHEMBL1221657	DB08750
CHEMBL1719398	DB01549
CHEMBL1927030	DB09571
CHEMBL90039	DB01878
CHEMBL4297441	DB05297
CHEMBL431733	DB12885
CHEMBL2106254	DB16887
CHEMBL2040681	DB08823
CHEMBL19980	DB07348
CHEMBL3639788	DB15232
CHEMBL1200934	DB00957
CHEMBL1282	DB00724
CHEMBL406050	DB05448
CHEMBL87563	DB12831
CHEMBL1233795	DB08034
CHEMBL1332032	DB08814
CHEMBL306380	DB01809
CHEMBL441	DB00599
CHEMBL152649	DB13611
CHEMBL264241	DB00362
CHEMBL76688	DB12863
CHEMBL340211	DB11376
CHEMBL1233057	DB03392
CHEMBL4742157	DB16106
CHEMBL1232077	DB04291
CHEMBL4070364	DB15339
CHEMBL13254	DB12312
CHEMBL1456	DB00688
CHEMBL23552	DB01863
CHEMBL444172	DB06191
CHEMBL1232274	DB02083
CHEMBL225304	DB05383
CHEMBL55068	DB03704
CHEMBL4468815	DB15145
CHEMBL14376	DB04946
CHEMBL207496	DB07204
CHEMBL3183067	DB14938
CHEMBL1482	DB01019
CHEMBL3716365	DB15346
CHEMBL278255	DB14025
CHEMBL421	DB00795
CHEMBL1234624	DB08254
CHEMBL614	DB00339
CHEMBL1256391	DB04951
CHEMBL227934	DB15954
CHEMBL3707301	DB13276
CHEMBL95606	DB02097
CHEMBL1256	DB00753
CHEMBL292707	DB08955
CHEMBL4297513	DB12471
CHEMBL66907	DB04549
CHEMBL180672	DB05695
CHEMBL4089083	DB15292
CHEMBL497	DB04815
CHEMBL2074922	DB09235
CHEMBL3297898	DB17199
CHEMBL4297455	DB15121
CHEMBL52564	DB01650
CHEMBL1201317	DB06753
CHEMBL329123	DB12850
CHEMBL4073443	DB15219
CHEMBL281948	DB02152
CHEMBL2051960	DB09012
CHEMBL194911	DB04727
CHEMBL2028019	DB06016
CHEMBL726	DB00623
CHEMBL1213553	DB12314
CHEMBL4297338	DB14913
CHEMBL2107821	DB12608
CHEMBL495758	DB08065
CHEMBL1289110	DB09289
CHEMBL140830	DB04227
CHEMBL1644698	DB15952
CHEMBL534	DB00920
CHEMBL1201291	DB09313
CHEMBL4594442	DB16192
CHEMBL113948	DB07592
CHEMBL16264	DB13598
CHEMBL181954	DB12662
CHEMBL456145	DB05939
CHEMBL869	DB00336
CHEMBL746	DB00716
CHEMBL189171	DB13783
CHEMBL165790	DB13618
CHEMBL924	DB00399
CHEMBL63859	DB02676
CHEMBL446	DB01582
CHEMBL1384	DB01172
CHEMBL2304041	DB12391
CHEMBL3301593	DB11923
CHEMBL505851	DB13805
CHEMBL3039503	DB11954
CHEMBL4594297	DB16143
CHEMBL1234032	DB08113
CHEMBL607710	DB14656
CHEMBL563196	DB06917
CHEMBL1200666	DB02300
CHEMBL1200562	DB14544
CHEMBL4574601	DB17235
CHEMBL410668	DB08242
CHEMBL483849	DB01700
CHEMBL9225	DB07931
CHEMBL1232313	DB02852
CHEMBL4297482	DB14792
CHEMBL1398657	DB14739
CHEMBL559288	DB12492
CHEMBL68117	DB11999
CHEMBL1730601	DB09257
CHEMBL2141296	DB09570
CHEMBL3989865	DB11813
CHEMBL3301626	DB11833
CHEMBL212689	DB11804
CHEMBL256105	DB11430
CHEMBL66424	DB03888
CHEMBL144527	DB07110
CHEMBL1908847	DB06727
CHEMBL3545311	DB12267
CHEMBL1200694	DB01236
CHEMBL797	DB00832
CHEMBL1201224	DB00267
CHEMBL270686	DB08178
CHEMBL3416885	DB12721
CHEMBL3545307	DB12381
CHEMBL1077896	DB00296
CHEMBL517199	DB13803
CHEMBL1885437	DB08990
CHEMBL4802144	DB15601
CHEMBL71263	DB06235
CHEMBL77622	DB12313
CHEMBL1234599	DB03360
CHEMBL1201073	DB00566
CHEMBL291747	DB00156
CHEMBL1908355	DB13481
CHEMBL251634	DB08971
CHEMBL1257030	DB06266
CHEMBL2079130	DB11739
CHEMBL1200542	DB06780
CHEMBL146245	DB14672
CHEMBL506871	DB07232
CHEMBL1208309	DB02776
CHEMBL1230612	DB07279
CHEMBL1201191	DB06282
CHEMBL438956	DB17103
CHEMBL741	DB00555
CHEMBL561639	DB07237
CHEMBL493	DB01200
CHEMBL76370	DB01079
CHEMBL203266	DB09069
CHEMBL550961	DB12420
CHEMBL87992	DB09119
CHEMBL1233737	DB08017
CHEMBL379367	DB07398
CHEMBL1433	DB00254
CHEMBL4297650	DB15231
CHEMBL1297	DB00573
CHEMBL22150	DB08936
CHEMBL603	DB00549
CHEMBL82293	DB03796
CHEMBL2104251	DB12358
CHEMBL1233	DB00395
CHEMBL1076544	DB12792
CHEMBL255476	DB07432
CHEMBL67776	DB13118
CHEMBL1230044	DB07015
CHEMBL87647	DB06874
CHEMBL2431768	DB12085
CHEMBL4297312	DB12057
CHEMBL1213352	DB13335
CHEMBL4650341	DB16962
CHEMBL211769	DB07888
CHEMBL2079588	DB15393
CHEMBL235157	DB06932
CHEMBL965	DB00411
CHEMBL554496	DB08788
CHEMBL42710	DB09086
CHEMBL2104698	DB06512
CHEMBL6622	DB00883
CHEMBL94454	DB12523
CHEMBL403729	DB16183
CHEMBL1087630	DB04910
CHEMBL4298172	DB16987
CHEMBL1201354	DB00505
CHEMBL207538	DB11859
CHEMBL2107214	DB11705
CHEMBL4282338	DB12974
CHEMBL8600	DB01528
CHEMBL255863	DB04868
CHEMBL286204	DB01796
CHEMBL152408	DB13292
CHEMBL79280	DB16103
CHEMBL2387144	DB13957
CHEMBL452231	DB00444
CHEMBL440298	DB16775
CHEMBL1418176	DB13586
CHEMBL54481	DB11365
CHEMBL1232180	DB07649
CHEMBL2104432	DB13116
CHEMBL203569	DB07686
CHEMBL1371129	DB16292
CHEMBL2181367	DB14859
CHEMBL131854	DB04850
CHEMBL360328	DB04871
CHEMBL41	DB00472
CHEMBL501942	DB08103
CHEMBL1645462	DB12318
CHEMBL1910856	DB12408
CHEMBL437508	DB01717
CHEMBL1235533	DB02372
CHEMBL272080	DB13540
CHEMBL2106566	DB11348
CHEMBL197194	DB15446
CHEMBL1201260	DB00217
CHEMBL1742455	DB06435
CHEMBL865	DB00580
CHEMBL4297385	DB05805
CHEMBL194126	DB04729
CHEMBL46403	DB03193
CHEMBL1628161	DB13418
CHEMBL274536	DB06523
CHEMBL305666	DB12222
CHEMBL180570	DB14078
CHEMBL2107433	DB05444
CHEMBL1200430	DB13952
CHEMBL1235722	DB04352
CHEMBL229128	DB13583
CHEMBL561	DB00978
CHEMBL2022968	DB15187
CHEMBL1201273	DB06814
CHEMBL710	DB01216
CHEMBL1200862	DB00765
CHEMBL1587228	DB13728
CHEMBL44833	DB01821
CHEMBL3187812	DB06604
CHEMBL51085	DB12610
CHEMBL424133	DB12988
CHEMBL1952329	DB12494
CHEMBL46469	DB11157
CHEMBL333964	DB04000
CHEMBL510533	DB16635
CHEMBL1231013	DB02685
CHEMBL2443262	DB14881
CHEMBL7413	DB00474
CHEMBL1029	DB00419
CHEMBL297053	DB01865
CHEMBL88153	DB15640
CHEMBL1201227	DB00942
CHEMBL315985	DB14575
CHEMBL1162	DB00717
CHEMBL4	DB01165
CHEMBL4297606	DB12058
CHEMBL4297502	DB12120
CHEMBL2029422	DB17200
CHEMBL1296	DB00229
CHEMBL297884	DB05868
CHEMBL190044	DB09089
CHEMBL13045	DB17024
CHEMBL657	DB01075
CHEMBL2105755	DB11691
CHEMBL2364612	DB11660
CHEMBL521686	DB09074
CHEMBL566752	DB09148
CHEMBL1496	DB01098
CHEMBL2178720	DB15660
CHEMBL239508	DB07512
CHEMBL2105097	DB13538
CHEMBL1095280	DB03769
CHEMBL2103881	DB11807
CHEMBL3545097	DB11836
CHEMBL360520	DB08527
CHEMBL146032	DB16221
CHEMBL425148	DB04200
CHEMBL221886	DB12604
CHEMBL1234956	DB08322
CHEMBL2104045	DB15467
CHEMBL4594294	DB17071
CHEMBL335062	DB01530
CHEMBL673	DB01626
CHEMBL4297186	DB13760
CHEMBL1232770	DB02521
CHEMBL1200910	DB14033
CHEMBL46257	DB01917
CHEMBL123154	DB07047
CHEMBL563646	DB12022
CHEMBL1616046	DB14135
CHEMBL4297478	DB15396
CHEMBL844	DB00484
CHEMBL4297637	DB12112
CHEMBL2364639	DB11915
CHEMBL83116	DB03346
CHEMBL560895	DB17055
CHEMBL364123	DB17155
CHEMBL12543	DB12521
CHEMBL279785	DB00786
CHEMBL549748	DB01751
CHEMBL1231708	DB03687
CHEMBL489799	DB04295
CHEMBL4303525	DB12513
CHEMBL186200	DB14049
CHEMBL4206119	DB13052
CHEMBL2104700	DB13554
CHEMBL425584	DB07779
CHEMBL255066	DB13367
CHEMBL129788	DB08734
CHEMBL2107014	DB12780
CHEMBL405355	DB09239
CHEMBL69998	DB09217
CHEMBL335954	DB03744
CHEMBL196	DB00126
CHEMBL66879	DB04066
CHEMBL2048484	DB08907
CHEMBL273264	DB12598
CHEMBL1230020	DB06999
CHEMBL3989974	DB14879
CHEMBL1194	DB00750
CHEMBL4297490	DB15414
CHEMBL1316	DB00821
CHEMBL48109	DB02915
CHEMBL1697841	DB06706
CHEMBL1230244	DB04598
CHEMBL1897362	DB11419
CHEMBL435	DB00999
CHEMBL123	DB17026
CHEMBL302213	DB12098
CHEMBL91397	DB11614
CHEMBL2104824	DB13827
CHEMBL1198138	DB07131
CHEMBL1233001	DB02547
CHEMBL326523	DB04505
CHEMBL86554	DB03784
CHEMBL3188551	DB11795
CHEMBL1189025	DB06598
CHEMBL3590187	DB12499
CHEMBL2106572	DB06231
CHEMBL2104560	DB16731
CHEMBL2104560	DB13787
CHEMBL455477	DB02073
CHEMBL1742461	DB12770
CHEMBL4297269	DB12006
CHEMBL3894860	DB15442
CHEMBL4225088	DB16319
CHEMBL592878	DB04544
CHEMBL349605	DB04481
CHEMBL56367	DB04743
CHEMBL3544917	DB11801
CHEMBL1200896	DB01160
CHEMBL476	DB00851
CHEMBL191141	DB08282
CHEMBL1233239	DB02411
CHEMBL3359265	DB12096
CHEMBL1582	DB00858
CHEMBL1230617	DB03349
CHEMBL1200959	DB00902
CHEMBL148674	DB11909
CHEMBL341898	DB17032
CHEMBL1079604	DB00660
CHEMBL451	DB00475
CHEMBL1877495	DB09246
CHEMBL58711	DB08600
CHEMBL571209	DB12827
CHEMBL1233085	DB02082
CHEMBL2104213	DB15832
CHEMBL559147	DB08756
CHEMBL103	DB00396
CHEMBL1556	DB04335
CHEMBL111234	DB08466
CHEMBL1502	DB00213
CHEMBL52609	DB04485
CHEMBL522891	DB08066
CHEMBL24683	DB06533
CHEMBL14830	DB16833
CHEMBL1232971	DB07819
CHEMBL990	DB01091
CHEMBL1208422	DB11182
CHEMBL2105302	DB13397
CHEMBL157548	DB11393
CHEMBL323533	DB02187
CHEMBL3182355	DB11551
CHEMBL444478	DB12996
CHEMBL454568	DB04741
CHEMBL985	DB03904
CHEMBL21932	DB02795
CHEMBL48361	DB14726
CHEMBL115357	DB03891
CHEMBL1201048	DB14655
CHEMBL1908842	DB17140
CHEMBL498485	DB12672
CHEMBL58323	DB06218
CHEMBL227381	DB07947
CHEMBL317094	DB11783
CHEMBL375530	DB08473
CHEMBL4297504	DB12671
CHEMBL2110767	DB13488
CHEMBL1697739	DB13493
CHEMBL4303228	DB16291
CHEMBL205792	DB07270
CHEMBL594972	DB08151
CHEMBL255874	DB07255
CHEMBL119888	DB14026
CHEMBL2364614	DB14878
CHEMBL771	DB00260
CHEMBL113690	DB02754
CHEMBL1234579	DB06690
CHEMBL998	DB00455
CHEMBL384759	DB04315
CHEMBL1622	DB00158
CHEMBL395817	DB16968
CHEMBL144673	DB08958
CHEMBL1159973	DB03565
CHEMBL2359248	DB11176
CHEMBL1241348	DB11808
CHEMBL1660	DB01201
CHEMBL1236315	DB09459
CHEMBL1096	DB01025
CHEMBL1733	DB14217
CHEMBL1229	DB00198
CHEMBL256528	DB08581
CHEMBL2346738	DB12733
CHEMBL1817968	DB12711
CHEMBL2106667	DB13330
CHEMBL1399702	DB04440
CHEMBL2104678	DB13992
CHEMBL1388	DB00600
CHEMBL488280	DB13255
CHEMBL505147	DB11719
CHEMBL450895	DB00646
CHEMBL1235556	DB08449
CHEMBL477874	DB08969
CHEMBL276518	DB13669
CHEMBL357488	DB02432
CHEMBL564829	DB16232
CHEMBL128748	DB06133
CHEMBL93645	DB06736
CHEMBL1429	DB00035
CHEMBL1308	DB01213
CHEMBL1091250	DB11577
CHEMBL214205	DB03096
CHEMBL3833371	DB15206
CHEMBL1131	DB00459
CHEMBL451930	DB04977
CHEMBL506110	DB12127
CHEMBL4297301	DB12628
CHEMBL1236200	DB02768
CHEMBL203567	DB08424
CHEMBL489095	DB12567
CHEMBL1201338	DB00979
CHEMBL4297317	DB12106
CHEMBL465161	DB06743
CHEMBL515564	DB14925
CHEMBL3189011	DB16002
CHEMBL570775	DB07260
CHEMBL3989972	DB14774
CHEMBL290814	DB06733
CHEMBL493737	DB12969
CHEMBL2105080	DB13534
CHEMBL3674570	DB12504
CHEMBL399510	DB09018
CHEMBL92963	DB13229
CHEMBL1200736	DB09481
CHEMBL1231840	DB11588
CHEMBL817	DB00839
CHEMBL484726	DB08088
CHEMBL3682589	DB15287
CHEMBL4297291	DB11944
CHEMBL28319	DB01726
CHEMBL1200680	DB00971
CHEMBL242080	DB07726
CHEMBL380500	DB08694
CHEMBL1328898	DB13313
CHEMBL417844	DB04188
CHEMBL4297619	DB14985
CHEMBL2107823	DB13040
CHEMBL428963	DB07584
CHEMBL57531	DB08144
CHEMBL392158	DB15167
CHEMBL61733	DB08843
CHEMBL696	DB00593
CHEMBL2107085	DB13046
CHEMBL1173655	DB08916
CHEMBL1200623	DB01493
CHEMBL1201293	DB00659
CHEMBL4297484	DB16302
CHEMBL20461	DB01963
CHEMBL386630	DB00624
CHEMBL476186	DB06920
CHEMBL270875	DB07457
CHEMBL458997	DB07460
CHEMBL2360841	DB16062
CHEMBL1201222	DB01255
CHEMBL1200596	DB01243
CHEMBL4297511	DB13107
CHEMBL2110796	DB13630
CHEMBL421138	DB03828
CHEMBL3249705	DB01366
CHEMBL2107239	DB13444
CHEMBL308148	DB06660
CHEMBL509485	DB08341
CHEMBL4297507	DB16133
CHEMBL255590	DB06962
CHEMBL1201248	DB00565
CHEMBL2103751	DB12832
CHEMBL3092650	DB15120
CHEMBL284314	DB06910
CHEMBL3183654	DB15658
CHEMBL1201303	DB06816
CHEMBL462605	DB11642
CHEMBL1272307	DB14822
CHEMBL407874	DB11919
CHEMBL4088896	DB15367
CHEMBL3707222	DB13914
CHEMBL3427435	DB14965
CHEMBL2107456	DB09211
CHEMBL1229846	DB11304
CHEMBL1198	DB09345
CHEMBL4302505	DB16230
CHEMBL207225	DB02758
CHEMBL917	DB00322
CHEMBL3139186	DB16074
CHEMBL313972	DB00179
CHEMBL623	DB01149
CHEMBL361812	DB13036
CHEMBL303960	DB16315
CHEMBL2009089	DB11127
CHEMBL158990	DB16620
CHEMBL257704	DB12177
CHEMBL395308	DB07150
CHEMBL209744	DB15764
CHEMBL173929	DB00137
CHEMBL3544914	DB11712
CHEMBL83547	DB04306
CHEMBL589586	DB14219
CHEMBL2105631	DB05519
CHEMBL380648	DB08058
CHEMBL643	DB01069
CHEMBL127643	DB13683
CHEMBL1200438	DB01007
CHEMBL1234669	DB03740
CHEMBL451432	DB08620
CHEMBL93836	DB04165
CHEMBL595439	DB01823
CHEMBL191334	DB17039
CHEMBL30424	DB06364
CHEMBL1963683	DB08819
CHEMBL1230421	DB04243
CHEMBL1235999	DB03058
CHEMBL1198130	DB06878
CHEMBL3707286	DB13490
CHEMBL1231458	DB02405
CHEMBL3670800	DB15269
CHEMBL3039530	DB12100
CHEMBL126589	DB03729
CHEMBL69710	DB16607
CHEMBL257626	DB04256
CHEMBL236573	DB07013
CHEMBL701	DB00181
CHEMBL2386081	DB12562
CHEMBL2107371	DB16325
CHEMBL2105616	DB08835
CHEMBL358860	DB03525
CHEMBL404520	DB09093
CHEMBL4297498	DB16204
CHEMBL354077	DB11640
CHEMBL160038	DB14849
CHEMBL601719	DB08865
CHEMBL12713	DB06144
CHEMBL113051	DB06721
CHEMBL207197	DB04869
CHEMBL2251447	DB15912
CHEMBL293212	DB03449
CHEMBL260580	DB07604
CHEMBL359482	DB08454
CHEMBL94394	DB13346
CHEMBL254071	DB14129
CHEMBL1095097	DB00700
CHEMBL3545280	DB11894
CHEMBL380394	DB07322
CHEMBL4297463	DB14581
CHEMBL1231700	DB12153
CHEMBL898	DB00861
CHEMBL49429	DB06666
CHEMBL1235423	DB08426
CHEMBL1229214	DB13254
CHEMBL341824	DB04196
CHEMBL483465	DB16047
CHEMBL2104708	DB13723
CHEMBL1079905	DB06479
CHEMBL75094	DB05100
CHEMBL581	DB14207
CHEMBL233992	DB08174
CHEMBL2107212	DB12407
CHEMBL1541	DB00671
CHEMBL2110783	DB14044
CHEMBL2104153	DB09000
CHEMBL405346	DB08606
CHEMBL1201352	DB04834
CHEMBL376109	DB04718
CHEMBL3186761	DB14665
CHEMBL3623290	DB14795
CHEMBL1188395	DB12979
CHEMBL2227975	DB15056
CHEMBL406	DB00808
CHEMBL4297470	DB15191
CHEMBL112322	DB08748
CHEMBL291962	DB00149
CHEMBL1230062	DB07028
CHEMBL395091	DB11823
CHEMBL540445	DB13063
CHEMBL885	DB00879
CHEMBL602070	DB12067
CHEMBL1201286	DB00219
CHEMBL209073	DB01541
CHEMBL1233349	DB03092
CHEMBL28517	DB16861
CHEMBL1200412	DB00984
CHEMBL573677	DB17146
CHEMBL45029	DB00849
CHEMBL19344	DB12779
CHEMBL706	DB09494
CHEMBL1823817	DB12113
CHEMBL1688530	DB04911
CHEMBL508583	DB06333
CHEMBL1614637	DB13337
CHEMBL1230961	DB04626
CHEMBL4297499	DB15152
CHEMBL116455	DB15429
CHEMBL2103867	DB13170
CHEMBL504567	DB03068
CHEMBL3137322	DB12873
CHEMBL1208155	DB11979
CHEMBL1232801	DB03256
CHEMBL432521	DB05407
CHEMBL358150	DB08983
CHEMBL514794	DB04760
