Uniprot_id,Family,KEGG,ChEMBL,GtoPdb,score
Q9NR28,Others,0,0,0,0
Q9NR33,Enzymes,1,0,0,1
Q9NR82,IC,1,1,1,3
Q9NR96,Others,0,0,0,0
Q9NR97,Others,0,0,0,0
Q9NRF9,Enzymes,1,1,0,2
Q9NRH2,Enzymes,1,1,1,3
Q9NRP7,Enzymes,1,1,1,3
Q9NS75,GPCR,1,1,1,3
Q9NSA2,IC,1,1,1,3
Q9NSD9,Enzymes,1,1,0,2
Q9NSY1,Enzymes,1,1,1,3
Q9NWZ3,Enzymes,1,1,1,3
Q9NWZ5,Enzymes,1,0,0,1
Q9NXA8,Enzymes,1,0,1,2
Q9NXB9,Enzymes,1,1,0,2
Q9NY46,IC,1,1,1,3
Q9NY65,Others,0,0,0,0
Q9NY72,IC,1,0,0,1
Q9NYK1,Others,0,0,0,0
Q9NYL2,Enzymes,1,1,1,3
Q9NYR8,Others,0,0,0,0
Q9NYV7,GPCR,1,0,1,2
Q9NYX4,Others,0,0,0,0
Q9NYY3,Enzymes,1,1,1,3
Q9NZD4,Others,0,0,0,0
Q9NZK7,Enzymes,1,1,1,3
Q9NZQ7,Others,0,0,0,0
Q9NZV8,IC,1,1,1,3
Q9P0L2,Enzymes,1,1,1,3
Q9P0X4,IC,1,1,1,3
Q9P0Z9,Enzymes,1,1,0,2
Q9P286,Enzymes,1,1,1,3
Q9P289,Enzymes,1,1,1,3
Q9P2K8,Enzymes,1,1,1,3
Q9UBC3,Enzymes,1,0,0,1
Q9UBF8,Enzymes,1,1,1,3
Q9UBK8,Enzymes,1,0,0,1
Q9UBL9,IC,1,1,1,3
Q9UBN1,IC,1,1,0,2
Q9UBN7,Enzymes,1,0,1,2
Q9UBS5,GPCR,1,1,1,3
Q9UBV8,Others,0,0,0,0
Q9UDR5,Enzymes,1,0,0,1
Q9UEW3,Others,0,0,0,0
Q9UEW8,Enzymes,1,1,1,3
Q9UF02,IC,1,1,0,2
Q9UF33,Enzymes,1,1,0,2
Q9UGI6,IC,1,1,1,3
Q9UGI9,Enzymes,0,1,1,2
Q9UGJ0,Enzymes,0,1,1,2
Q9UGM1,IC,1,1,1,3
Q9UGM6,Enzymes,1,0,0,1
Q9UGN5,Enzymes,1,1,1,3
Q9UHA3,Others,0,0,0,0
Q9UHC3,IC,1,1,1,3
Q9UHD2,Enzymes,1,1,1,3
Q9UHF0,Others,0,0,0,0
Q9UHI5,Others,0,0,0,0
Q9UHW9,Others,0,0,0,0
Q9UI12,Others,0,0,0,0
Q9UI32,Enzymes,1,1,0,2
Q9UI33,IC,1,1,1,3
Q9UIK4,Enzymes,1,1,1,3
Q9UJT0,Others,0,0,0,0
Q9UJT1,Others,0,0,0,0
Q9UJU2,Others,0,0,0,0
Q9UK17,IC,1,1,1,3
Q9UK32,Enzymes,1,1,1,3
Q9UKE5,Enzymes,1,1,1,3
Q9UKG9,Enzymes,1,0,0,1
Q9UKI8,Enzymes,1,1,1,3
Q9UKV0,Enzymes,1,0,1,2
Q9UL51,IC,1,1,1,3
Q9UL54,Enzymes,1,1,1,3
Q9ULB1,Others,0,0,0,0
Q9ULY5,Others,0,0,0,0
Q9UM07,Enzymes,1,1,1,3
Q9UM73,Enzymes,1,1,0,2
Q9UN88,IC,1,1,1,3
Q9UNA0,Enzymes,0,1,1,2
Q9UNN8,Others,0,0,0,0
Q9UNP4,Enzymes,1,0,0,1
Q9UNQ0,Others,0,0,0,0
Q9UNX3,Others,0,0,0,0
Q9UNX9,IC,1,0,1,2
Q9UP52,Others,0,0,0,0
Q9UPY5,Others,0,0,0,0
Q9UPZ9,Enzymes,1,1,1,3
Q9UQB9,Enzymes,1,1,1,3
Q9UQD0,IC,1,1,1,3
Q9UQL6,Enzymes,1,0,1,2
Q9UQM7,Enzymes,1,1,1,3
Q9UQQ2,Others,0,0,0,0
Q9Y230,Enzymes,1,1,0,2
Q9Y233,Enzymes,1,1,1,3
Q9Y234,Others,0,0,0,0
Q9Y257,IC,1,0,1,2
Q9Y266,Others,0,0,0,0
Q9Y271,GPCR,1,1,1,3
Q9Y285,Enzymes,1,0,0,1
Q9Y289,Others,0,0,0,0
Q9Y2D0,Enzymes,1,1,0,2
Q9Y2D1,Others,0,0,0,0
Q9Y2H1,Enzymes,1,1,1,3
Q9Y2H9,Enzymes,1,1,1,3
Q9Y2J8,Enzymes,1,1,0,2
Q9Y2K2,Enzymes,1,1,1,3
Q9Y2T6,GPCR,1,1,1,3
Q9Y2U5,Enzymes,1,1,1,3
Q9Y2Z4,Enzymes,1,0,0,1
Q9Y3R4,Enzymes,1,1,1,3
Q9Y463,Enzymes,1,1,1,3
Q9Y478,Enzymes,0,1,1,2
Q9Y487,Others,0,0,0,0
Q9Y4K4,Enzymes,1,1,1,3
Q9Y4U1,Enzymes,1,0,0,1
Q9Y5K3,Enzymes,1,0,0,1
Q9Y5K8,Others,0,0,0,0
Q9Y5N1,GPCR,1,1,1,3
Q9Y5S1,IC,1,1,1,3
Q9Y5Y4,GPCR,1,1,1,3
Q9Y5Y6,Enzymes,1,1,1,3
Q9Y5Y9,IC,1,1,1,3
Q9Y616,Enzymes,1,1,1,3
Q9Y617,Enzymes,1,0,0,1
Q9Y691,IC,1,0,0,1
Q9Y694,Others,0,0,0,0
Q9Y698,IC,1,1,0,2
Q9Y6E0,Enzymes,1,1,1,3
Q9Y6F1,Enzymes,0,1,1,2
Q9Y6K1,Enzymes,1,0,1,2
Q9Y6L6,Others,0,0,0,0
Q9Y6R4,Enzymes,1,1,1,3
Q9Y6T7,Enzymes,1,1,0,2
Q9Y6Y9,Others,0,0,0,0
